Run,Level,Steps,SolutionObjects,Mirrors,Refractors,RuleTransitions,Decoys,TotalObjects,GridWidth,GridHeight,Cl,Ch,Ci,MID,Solved,SolvePhase,SearchNodes,SearchTimeMs,TotalPlacements,InPlaceRotations,Relocations,ExecutionTimeMs,SweepIterations,SweepRelocations,SolveTimeMs,GenerationTimeMs
848,473,9,5,1,4,1,0,5,16,16,0.0195,0.2500,0.8000,0.2448,1,1B,1,13.67,1,0,1,6833.98,0,0,7461.91,10.74
849,474,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.67,1,1,0,5369.14,4,0,5692.38,10.74
850,475,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,24.41,2,2,0,12541.99,12,0,12872.07,10.74
851,476,4,3,1,2,2,1,4,16,16,0.0117,1.0000,0.6667,0.4392,1,Sweep-S3,205,27.34,3,3,0,20929.69,66,0,21259.77,10.74
852,477,5,4,1,3,1,1,5,16,16,0.0156,0.3333,0.7500,0.2578,1,Sweep-S1,8,13.67,1,0,1,8274.41,7,0,8590.82,10.74
853,478,6,5,3,2,3,1,6,16,16,0.0195,0.7500,0.4000,0.3148,1,Sweep-S1,4709,379.88,5,5,0,30431.64,28,0,31112.30,11.72
854,479,7,6,3,3,3,1,7,16,16,0.0234,0.6000,0.5000,0.2917,1,Sweep-S1,85,29.30,4,4,0,22327.15,4,0,22666.02,11.72
855,480,8,4,1,3,2,1,5,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,90,15.63,1,0,1,16108.40,89,0,16426.76,12.70
856,480,9,7,6,1,1,1,8,16,16,0.0273,0.1667,0.1429,0.0922,0,Sweep,70358,5807.62,5,5,0,37127.93,141,0,43247.07,11.72
857,480,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,305.66,11.72
858,481,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,29.30,3,3,0,17250.98,12,0,17582.03,11.72
859,482,4,3,2,1,2,2,5,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,803,9908.20,1,0,1,9541.99,98,1,19762.70,11.72
860,482,5,4,3,1,1,2,6,16,16,0.0156,0.3333,0.2500,0.1578,1,1B,1,15.63,1,0,1,6594.73,0,0,7211.91,13.67
861,483,6,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,1,Sweep-S1,5,13.67,1,1,0,5959.96,4,0,6283.20,11.72
862,484,7,6,4,2,2,2,8,16,16,0.0234,0.4000,0.3333,0.1984,0,Sweep,235600,8010.74,0,0,0,8405.27,81,0,16719.73,11.72
863,484,8,7,4,3,3,2,9,16,16,0.0273,0.5000,0.4286,0.2494,0,Sweep,229200,8016.60,0,0,0,9280.27,97,0,17610.35,10.74
864,484,9,6,3,3,3,2,8,16,16,0.0234,0.6000,0.5000,0.2917,1,Sweep-S1,6,14.65,1,0,1,6753.91,5,0,7070.31,10.74
865,485,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,15.63,1,1,0,5894.53,4,0,6209.96,12.70
866,486,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,311.52,11.72
867,487,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,1253,105.47,4,4,0,28335.94,92,0,28745.12,11.72
868,487,5,4,1,3,1,3,7,16,16,0.0156,0.3333,0.7500,0.2578,0,Sweep,4356,371.09,5,5,0,35923.83,122,0,36607.42,13.67
869,487,6,5,3,2,2,3,8,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,4829,380.86,6,6,0,41798.83,140,0,42482.42,11.72
870,487,7,4,3,1,2,3,7,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,8,11.72,1,0,1,7804.69,7,0,8121.09,11.72
871,488,8,6,3,3,2,3,9,16,16,0.0234,0.4000,0.5000,0.2317,0,Sweep,153,13.67,2,2,0,16615.23,88,0,16935.55,11.72
872,488,9,7,5,2,3,3,10,16,16,0.0273,0.5000,0.2857,0.2208,1,Sweep-S1,13,13.67,1,1,0,5771.48,3,0,6085.94,11.72
873,489,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.59,11.72
874,490,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,11.72,1,1,0,5716.80,18,0,6029.30,9.77
875,491,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,786,12525.39,1,0,1,10087.89,81,1,22917.97,11.72
876,491,5,3,0,3,0,4,7,16,16,0.0117,0.0000,1.0000,0.2059,0,Sweep,786,16435.55,1,0,1,10808.59,81,1,27548.83,13.67
877,491,6,5,3,2,4,4,9,16,16,0.0195,1.0000,0.4000,0.3898,0,Sweep,275000,8011.72,0,0,0,9121.09,97,0,17439.45,9.77
878,491,7,6,3,3,1,4,10,16,16,0.0234,0.2000,0.5000,0.1717,0,Sweep,37113,2771.48,8,8,0,57000.00,176,0,60078.13,9.77
879,491,8,5,5,0,0,4,9,16,16,0.0195,0.0000,0.0000,0.0098,1,Sweep-S2,772,21095.70,1,0,1,10255.86,67,1,31664.06,9.77
880,492,9,4,3,1,2,4,8,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,794,13390.63,1,0,1,10939.45,89,1,24642.58,11.72
881,492,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,9.77
882,493,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,25.39,2,2,0,11103.52,12,0,11435.55,7.81
883,494,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,160,13.67,1,1,0,14496.09,86,0,14818.36,9.77
884,494,5,3,3,0,0,0,3,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,758,4025.39,1,0,1,5169.92,53,1,9496.09,11.72
885,494,6,4,2,2,3,0,4,16,16,0.0156,1.0000,0.5000,0.4078,0,Sweep,795,7429.69,1,0,1,8654.30,90,1,16392.58,9.77
886,494,7,6,4,2,2,0,6,16,16,0.0234,0.4000,0.3333,0.1984,0,Sweep,34020,2390.63,4,4,0,35638.67,155,0,38330.08,11.72
887,494,8,5,2,3,2,0,5,16,16,0.0195,0.5000,0.6000,0.2798,0,Sweep,5324,371.09,4,4,0,33898.44,178,0,34595.70,9.77
888,494,9,8,5,3,5,0,8,16,16,0.0313,0.7143,0.3750,0.3049,1,Sweep-S3,8968,832.03,7,7,0,45636.72,126,0,46785.16,11.72
889,495,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,312.50,11.72
890,496,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,758,8375.00,1,0,1,5246.09,53,1,13929.69,13.67
891,496,4,3,1,2,2,1,4,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,211,29.30,3,3,0,22349.61,64,0,22685.55,13.67
892,496,5,3,3,0,0,1,4,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,762,5699.22,1,0,1,5597.66,57,1,11609.38,13.67
893,496,6,5,3,2,1,1,6,16,16,0.0195,0.2500,0.4000,0.1648,1,1B,1,17.58,1,0,1,6603.52,0,0,7222.66,11.72
894,497,7,5,4,1,2,1,6,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,8811,712.89,4,4,0,30667.97,98,0,31681.64,11.72
895,497,8,5,3,2,2,1,6,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,782,13396.48,1,0,1,7728.52,77,1,21435.55,11.72
896,497,9,5,5,0,0,1,6,16,16,0.0195,0.0000,0.0000,0.0098,0,Sweep,171,15.63,1,1,0,14595.70,98,0,14925.78,11.72
897,497,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,15.63,1,1,0,5138.67,4,0,5462.89,9.77
898,498,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,29.30,4,4,0,23732.42,12,0,24066.41,11.72
899,499,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,622,58.59,2,2,0,13671.88,37,0,14035.16,11.72
900,500,5,4,4,0,0,2,6,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,666,48.83,3,3,0,22611.33,88,0,22962.89,13.67
901,500,6,4,2,2,2,2,6,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,762,11302.73,1,0,1,7066.41,73,1,18679.69,13.67
902,500,7,6,4,2,1,2,8,16,16,0.0234,0.2000,0.3333,0.1384,1,Sweep-S1,5,15.63,1,0,1,7292.97,4,0,7621.09,9.77
903,501,8,7,4,3,4,2,9,16,16,0.0273,0.6667,0.4286,0.2994,0,1A,328489,8003.91,0,0,0,15355.47,159,0,23660.16,9.77
904,501,9,7,1,6,2,2,9,16,16,0.0273,0.3333,0.8571,0.2851,1,1A,129,15.63,1,1,0,4906.25,0,0,5537.11,13.67
905,502,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,15.63,1,1,0,5863.28,4,0,6189.45,9.77
906,503,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,5,13.67,1,0,1,5816.41,4,0,6132.81,9.77
907,504,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,9.77
908,505,5,4,4,0,0,3,7,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,790,13613.28,1,0,1,8308.59,85,1,22232.42,9.77
909,505,6,4,3,1,2,3,7,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,154,392.58,3,0,3,31769.53,96,0,32472.66,9.77
910,505,7,5,2,3,3,3,8,16,16,0.0195,0.7500,0.6000,0.3548,0,Sweep,4804,427.73,3,3,0,30273.44,130,0,31011.72,9.77
911,505,8,5,4,1,2,3,8,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,798,14375.00,1,0,1,11554.69,93,1,26240.23,11.72
912,505,9,6,5,1,1,3,9,16,16,0.0234,0.2000,0.1667,0.1051,0,Sweep,148,25.39,7,7,0,44371.09,129,0,44707.03,9.77
913,505,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,5869.14,4,0,6191.41,9.77
914,506,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,5,13.67,1,0,1,7302.73,4,0,7625.00,9.77
915,507,4,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,1,Trivial,0,0.00,0,0,0,0.00,0,0,300.78,9.77
916,508,5,4,2,2,1,4,8,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,309,25.39,5,5,0,43462.89,164,0,43794.92,11.72
917,508,6,5,5,0,0,4,9,16,16,0.0195,0.0000,0.0000,0.0098,0,Sweep,279000,8009.77,0,0,0,9080.08,90,0,17392.58,9.77
918,508,7,6,3,3,1,4,10,16,16,0.0234,0.2000,0.5000,0.1717,0,Sweep,335400,8009.77,0,0,0,14117.19,146,0,22431.64,11.72
919,508,8,7,5,2,3,4,11,16,16,0.0273,0.5000,0.2857,0.2208,0,Sweep,906,10988.28,0,0,0,36542.97,193,0,47832.03,13.67
920,508,9,4,2,2,1,4,8,16,16,0.0156,0.3333,0.5000,0.2078,1,1B,1,11.72,1,0,1,6376.95,0,0,7003.91,9.77
921,509,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.59,9.77
922,510,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,5,42.97,1,0,1,6572.27,4,0,6927.73,9.77
923,511,4,3,3,0,0,0,3,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,758,6167.97,1,0,1,5128.91,53,1,11603.52,11.72
924,511,5,4,4,0,0,0,4,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,650,41.02,2,2,0,17777.34,72,0,18125.00,9.77
925,511,6,5,5,0,0,0,5,16,16,0.0195,0.0000,0.0000,0.0098,0,Sweep,755,56.64,2,2,0,23033.20,106,0,23392.58,11.72
926,511,7,6,3,3,4,0,6,16,16,0.0234,0.8000,0.5000,0.3517,0,Sweep,5334,390.63,4,4,0,30083.98,124,0,30779.30,9.77
927,511,8,7,3,4,5,0,7,16,16,0.0273,0.8333,0.5714,0.3780,0,1A,299719,8009.77,0,0,0,12638.67,124,0,20958.98,11.72
928,511,9,6,3,3,3,0,6,16,16,0.0234,0.6000,0.5000,0.2917,1,Sweep-S1,18,13.67,1,0,1,8203.13,17,0,8523.44,11.72
929,512,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.59,11.72
930,513,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,15.63,1,0,1,6595.70,0,0,7220.70,11.72
931,514,4,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,61,15.63,1,1,0,12070.31,59,0,12390.63,11.72
932,515,5,4,1,3,1,1,5,16,16,0.0156,0.3333,0.7500,0.2578,0,Sweep,774,8988.28,1,0,1,7433.59,69,1,16728.52,11.72
933,515,6,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,15.63,1,0,1,8812.50,4,0,9138.67,9.77
934,516,7,4,4,0,0,1,5,16,16,0.0156,0.0000,0.0000,0.0078,1,Sweep-S1,32781,2546.88,1,0,1,6357.42,4,0,9214.84,13.67
935,517,8,5,3,2,3,1,6,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,219800,8007.81,0,0,0,6750.00,66,0,15064.45,11.72
936,517,9,5,5,0,0,1,6,16,16,0.0195,0.0000,0.0000,0.0098,0,Sweep,778,8531.25,1,0,1,7076.17,73,1,15912.11,13.67
937,517,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,9.77
938,518,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,15.63,1,0,1,9220.70,0,0,9851.56,11.72
939,519,4,3,3,0,0,2,5,16,16,0.0117,0.0000,0.0000,0.0059,1,1B,1,17.58,1,0,1,7826.17,0,0,8460.94,11.72
940,520,5,4,3,1,1,2,6,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,1314,101.56,2,2,0,24337.89,153,0,24748.05,13.67
941,520,6,4,3,1,2,2,6,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,5,15.63,1,0,1,7347.66,4,0,7671.88,11.72
942,521,7,5,4,1,2,2,7,16,16,0.0195,0.5000,0.2000,0.1998,1,Sweep-S1,640,56.64,4,4,0,30960.94,55,0,31326.17,11.72
943,522,8,7,2,5,1,2,9,16,16,0.0273,0.1667,0.7143,0.2065,0,Sweep,697,48.83,3,3,0,27599.61,120,0,27958.98,11.72
944,522,9,6,2,4,3,2,8,16,16,0.0234,0.6000,0.6667,0.3251,1,Sweep-S1,8,21.48,1,0,1,8335.94,7,0,8669.92,11.72
945,523,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.67,1,1,0,5402.34,4,0,5720.70,11.72
946,524,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,15.63,1,1,0,5392.58,4,0,5720.70,11.72
947,525,4,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,6,15.63,1,1,0,6818.36,4,0,7134.77,13.67
948,526,5,4,2,2,1,3,7,16,16,0.0156,0.3333,0.5000,0.2078,1,Sweep-S1,4686,367.19,3,3,0,14384.77,3,0,15058.59,11.72
949,527,6,5,3,2,3,3,8,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,8412,814.45,4,4,0,29857.42,138,0,30984.38,9.77
950,527,7,4,2,2,1,3,7,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,315400,8011.72,0,0,0,11523.44,117,0,19843.75,11.72
951,527,8,4,3,1,1,3,7,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,144,11.72,1,1,0,19929.69,142,0,20244.14,11.72
952,527,9,5,1,4,2,3,8,16,16,0.0195,0.5000,0.8000,0.3198,0,Sweep,170,25.39,6,6,0,32789.06,96,0,33121.09,9.77
953,527,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,9.77
954,528,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,778,10992.19,1,0,1,6925.78,73,1,18230.47,9.77
955,528,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,63,11.72,1,1,0,9529.30,61,0,9845.70,11.72
956,529,5,4,2,2,3,4,8,16,16,0.0156,1.0000,0.5000,0.4078,0,Sweep,260000,8000.00,0,0,0,8552.73,90,0,16859.38,11.72
957,529,6,4,1,3,2,4,8,16,16,0.0156,0.6667,0.7500,0.3578,1,1B,1,13.67,1,0,1,5302.73,0,0,5917.97,11.72
958,530,7,5,4,1,1,4,9,16,16,0.0195,0.2500,0.2000,0.1248,1,1B,1,13.67,1,0,1,8044.92,0,0,8671.88,11.72
959,531,8,6,3,3,3,4,10,16,16,0.0234,0.6000,0.5000,0.2917,0,Sweep,814,14169.92,1,0,1,12857.42,109,1,27330.08,15.63
960,531,9,7,5,2,2,4,11,16,16,0.0273,0.3333,0.2857,0.1708,0,Sweep,900,9750.00,0,0,0,22705.08,131,0,32755.86,11.72
961,531,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,11.72
962,532,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,13.67,1,0,1,6824.22,0,0,7457.03,11.72
963,533,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,48,23.44,3,3,0,17720.70,31,0,18046.88,9.77
964,534,5,4,1,3,1,0,4,16,16,0.0156,0.3333,0.7500,0.2578,0,Sweep,748,52.73,3,3,0,22294.92,98,0,22652.34,9.77
965,534,6,3,1,2,2,0,3,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,754,6310.55,1,0,1,4642.58,49,1,11265.63,11.72
966,534,7,6,1,5,2,0,6,16,16,0.0234,0.4000,0.8333,0.2984,0,Sweep,66779,4574.22,6,6,0,37953.13,136,0,42837.89,11.72
967,534,8,4,1,3,2,0,4,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,795,7951.17,1,0,1,8650.39,90,1,16908.20,11.72
968,534,9,8,4,4,3,0,8,16,16,0.0313,0.4286,0.5000,0.2442,0,Sweep,829,13984.38,1,0,1,14636.72,124,1,28929.69,11.72
969,534,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,9.77
970,535,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,5,11.72,1,0,1,7318.36,4,0,7634.77,9.77
971,536,4,3,1,2,2,1,4,16,16,0.0117,1.0000,0.6667,0.4392,1,Sweep-S1,6,13.67,1,0,1,7136.72,5,0,7458.98,9.77
972,537,5,4,3,1,2,1,5,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,774,9025.39,1,0,1,6746.09,69,1,16082.03,9.77
973,537,6,5,2,3,3,1,6,16,16,0.0195,0.7500,0.6000,0.3548,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,9.77
974,538,7,5,4,1,2,1,6,16,16,0.0195,0.5000,0.2000,0.1998,1,1B,1,13.67,1,0,1,6818.36,0,0,7451.17,13.67
975,539,8,6,4,2,3,1,7,16,16,0.0234,0.6000,0.3333,0.2584,1,Sweep-S1,139200,8000.00,0,0,0,259.77,2,0,8560.55,9.77
976,540,9,7,6,1,1,1,8,16,16,0.0273,0.1667,0.1429,0.0922,0,Sweep,4818,333.98,7,7,0,52193.36,145,0,52837.89,9.77
977,540,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.67,2,2,0,10101.56,4,0,10427.73,9.77
978,541,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,11.72,1,0,1,6800.78,0,0,7425.78,11.72
979,542,4,3,3,0,0,2,5,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,82,13.67,1,1,0,13652.34,73,0,13966.80,9.77
980,542,5,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,1,1B,1,13.67,1,0,1,5085.94,0,0,5708.98,11.72
981,543,6,3,0,3,0,2,5,16,16,0.0117,0.0000,1.0000,0.2059,0,Sweep,817,9572.27,1,0,1,10728.52,112,1,20609.38,9.77
982,543,7,6,3,3,3,2,8,16,16,0.0234,0.6000,0.5000,0.2917,1,1B,1,13.67,1,0,1,6595.70,0,0,7220.70,9.77
983,544,8,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,1,Sweep-S1,5,13.67,1,0,1,7126.95,4,0,7449.22,9.77
984,545,9,5,4,1,1,2,7,16,16,0.0195,0.2500,0.2000,0.1248,1,Sweep-S1,5,13.67,1,0,1,8095.70,4,0,8414.06,11.72
985,546,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,300.78,9.77
986,547,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,23.44,5,5,0,30662.11,12,0,30998.05,11.72
987,548,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,293,25.39,4,4,0,31091.80,99,0,31429.69,9.77
988,548,5,3,2,1,1,3,6,16,16,0.0117,0.5000,0.3333,0.2225,1,1B,1,11.72,1,0,1,7320.31,0,0,7949.22,11.72
989,549,6,5,2,3,3,3,8,16,16,0.0195,0.7500,0.6000,0.3548,0,Sweep,4902,412.11,4,4,0,30882.81,149,0,31605.47,9.77
990,549,7,6,4,2,3,3,9,16,16,0.0234,0.6000,0.3333,0.2584,1,Sweep-S1,191800,8003.91,0,0,0,3292.97,33,0,11605.47,9.77
991,550,8,5,3,2,4,3,8,16,16,0.0195,1.0000,0.4000,0.3898,1,Sweep-S1,158000,8013.67,0,0,0,1457.03,13,0,9775.39,11.72
992,551,9,7,2,5,3,3,10,16,16,0.0273,0.5000,0.7143,0.3065,1,1B,29,1005.86,2,0,2,16390.63,0,0,18005.86,11.72
993,552,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,9.77
994,553,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,23.44,4,4,0,21773.44,12,0,22099.61,9.77
995,554,4,3,1,2,1,4,7,16,16,0.0117,0.5000,0.6667,0.2892,1,Sweep-S1,32792,2304.69,6,6,0,24783.20,13,0,27392.58,9.77
996,555,5,4,3,1,2,4,8,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,253000,8007.81,0,0,0,7779.30,82,0,16095.70,11.72
997,555,6,4,2,2,3,4,8,16,16,0.0156,1.0000,0.5000,0.4078,1,1B,1,11.72,1,0,1,7318.36,0,0,7951.17,11.72
998,556,7,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,5,13.67,1,0,1,5646.48,4,0,5962.89,11.72
999,557,8,7,7,0,0,4,11,16,16,0.0273,0.0000,0.0000,0.0137,0,Sweep,814,19339.84,1,0,1,14351.56,109,1,34000.00,11.72
1000,557,9,8,8,0,0,4,12,16,16,0.0313,0.0000,0.0000,0.0156,0,None,0,0.00,0,0,0,0.00,0,0,0.00,13.67
